ENSMUSG00000102693.2	4933401J01Rik	TEC
ENSMUSG00000064842.3	Gm26206	snRNA
ENSMUSG00000051951.6	Xkr4	protein_coding
ENSMUSG00000102851.2	Gm18956	processed_pseudogene
ENSMUSG00000103377.2	Gm37180	TEC
ENSMUSG00000104017.2	Gm37363	TEC
ENSMUSG00000103025.2	Gm37686	TEC
ENSMUSG00000089699.3	Gm1992	lncRNA
ENSMUSG00000103201.2	Gm37329	TEC
ENSMUSG00000103147.2	Gm7341	processed_pseudogene
ENSMUSG00000103161.2	Gm38148	TEC
ENSMUSG00000102331.2	Gm19938	lncRNA
ENSMUSG00000102348.2	Gm10568	TEC
ENSMUSG00000102592.2	Gm38385	TEC
ENSMUSG00000088333.4	Gm27396	snRNA
ENSMUSG00000142494.1	ENSMUSG00000142494	lncRNA
ENSMUSG00000102343.2	Gm37381	lncRNA
ENSMUSG00000133908.1	ENSMUSG00000133908	lncRNA
ENSMUSG00000025900.14	Rp1	protein_coding
ENSMUSG00000102948.2	Gm6101	processed_pseudogene
ENSMUSG00000104123.2	Gm37483	TEC
ENSMUSG00000135717.1	ENSMUSG00000135717	lncRNA
ENSMUSG00000139157.1	ENSMUSG00000139157	lncRNA
ENSMUSG00000025902.14	Sox17	protein_coding
ENSMUSG00000104238.3	Gm37587	lncRNA
ENSMUSG00000102269.2	Gm7357	processed_pseudogene
ENSMUSG00000118917.1	Gm22307	snRNA
ENSMUSG00000103003.2	Gm38076	processed_pseudogene
ENSMUSG00000104328.3	Gm37323	lncRNA
ENSMUSG00000131850.1	ENSMUSG00000131850	lncRNA
ENSMUSG00000102735.2	Gm7369	transcribed_processed_pseudogene
ENSMUSG00000098104.2	Gm6085	processed_pseudogene
ENSMUSG00000102175.2	Gm6119	processed_pseudogene
ENSMUSG00000135930.1	ENSMUSG00000135930	lncRNA
ENSMUSG00002075947.1	Gm56275	snRNA
ENSMUSG00000103265.2	Gm2053	processed_pseudogene
ENSMUSG00000103922.2	Gm6123	processed_pseudogene
ENSMUSG00000033845.14	Mrpl15	protein_coding
ENSMUSG00000102275.2	Gm37144	TEC
ENSMUSG00000120403.2	A930006A01Rik	lncRNA
ENSMUSG00000136002.1	ENSMUSG00000136002	lncRNA
ENSMUSG00000025903.15	Lypla1	protein_coding
ENSMUSG00000104217.2	Gm37988	protein_coding
ENSMUSG00000137875.1	ENSMUSG00000137875	lncRNA
ENSMUSG00000033813.16	Tcea1	protein_coding
ENSMUSG00000062588.5	Gm6104	processed_pseudogene
ENSMUSG00000103280.2	Gm37277	TEC
ENSMUSG00000002459.18	Rgs20	protein_coding
ENSMUSG00000091305.2	Gm17100	processed_pseudogene
ENSMUSG00000102653.2	Gm37079	TEC
ENSMUSG00000085623.2	Gm16041	lncRNA
ENSMUSG00000091665.2	Gm17101	processed_pseudogene
ENSMUSG00000033793.13	Atp6v1h	protein_coding
ENSMUSG00000143188.1	ENSMUSG00000143188	lncRNA
ENSMUSG00000104352.2	Gm7182	processed_pseudogene
ENSMUSG00000143351.1	ENSMUSG00000143351	lncRNA
ENSMUSG00000104046.2	Gm37567	TEC
ENSMUSG00000102907.2	Gm38264	TEC
ENSMUSG00000025905.15	Oprk1	protein_coding
ENSMUSG00000103936.2	Gm36965	processed_pseudogene
ENSMUSG00002076544.1	Gm56304	miRNA
ENSMUSG00000103519.2	Gm37429	TEC
ENSMUSG00000033774.5	Npbwr1	protein_coding
ENSMUSG00000103090.2	Gm19214	processed_pseudogene
ENSMUSG00000090031.5	4732440D04Rik	lncRNA
ENSMUSG00000025907.15	Rb1cc1	protein_coding
ENSMUSG00000087247.4	Alkal1	protein_coding
ENSMUSG00000143943.1	ENSMUSG00000143943	lncRNA
ENSMUSG00000103355.2	Gm2147	processed_pseudogene
ENSMUSG00000102706.2	Gm7417	transcribed_processed_pseudogene
ENSMUSG00000141243.1	ENSMUSG00000141243	lncRNA
ENSMUSG00000103845.2	Gm19026	processed_pseudogene
ENSMUSG00000033740.18	St18	protein_coding
ENSMUSG00000103329.3	Gm42492	TEC
ENSMUSG00000104385.2	Gm7449	processed_pseudogene
ENSMUSG00000102135.2	Gm37108	processed_pseudogene
ENSMUSG00000103282.2	Gm37275	processed_pseudogene
ENSMUSG00000102534.2	Gm37225	processed_pseudogene
ENSMUSG00000102213.2	Gm37489	processed_pseudogene
ENSMUSG00000103629.2	Gm5694	processed_pseudogene
ENSMUSG00000120372.2	Gm57122	lncRNA
ENSMUSG00000051285.18	Pcmtd1	protein_coding
ENSMUSG00000138092.1	ENSMUSG00000138092	lncRNA
ENSMUSG00000098201.2	Gm26983	processed_pseudogene
ENSMUSG00000103509.2	Gm38372	TEC
ENSMUSG00000126455.1	ENSMUSG00000126455	lncRNA
ENSMUSG00000048538.8	Gm9826	processed_pseudogene
ENSMUSG00000103709.2	Nras-ps2	processed_pseudogene
ENSMUSG00000126493.1	ENSMUSG00000126493	lncRNA
ENSMUSG00000077244.3	Gm23274	snoRNA
ENSMUSG00000097797.8	Gm26901	lncRNA
ENSMUSG00000102768.2	Gm19002	processed_pseudogene
ENSMUSG00000103498.2	Gm18984	processed_pseudogene
ENSMUSG00000103067.2	Gm30414	lncRNA
ENSMUSG00000102320.2	Gm37791	processed_pseudogene
ENSMUSG00000104226.2	Gm7470	processed_pseudogene
ENSMUSG00000103903.2	Rps2-ps2	processed_pseudogene
ENSMUSG00000103557.2	Gm38216	processed_pseudogene
ENSMUSG00000132588.1	ENSMUSG00000132588	lncRNA
ENSMUSG00000135709.1	ENSMUSG00000135709	lncRNA
ENSMUSG00000135722.1	ENSMUSG00000135722	lncRNA
ENSMUSG00000025909.17	Sntg1	protein_coding
ENSMUSG00000102647.2	Gm38024	TEC
ENSMUSG00000086235.2	Gm16284	processed_pseudogene
ENSMUSG00000123533.1	ENSMUSG00000123533	lncRNA
ENSMUSG00000102253.2	Gm38259	TEC
ENSMUSG00002074990.1	Gm54704	miRNA
ENSMUSG00000103884.2	Gm37005	TEC
ENSMUSG00000084353.2	Gm15452	processed_pseudogene
ENSMUSG00000103933.2	Gm36964	processed_pseudogene
ENSMUSG00002075967.1	Gm54706	miRNA
ENSMUSG00000086195.2	Gm6152	processed_pseudogene
ENSMUSG00000104504.2	Gm7445	processed_pseudogene
ENSMUSG00000123491.1	ENSMUSG00000123491	lncRNA
ENSMUSG00000066693.3	Gm7493	processed_pseudogene
ENSMUSG00000102316.2	Gm37629	TEC
ENSMUSG00000103819.2	Gm38008	processed_pseudogene
ENSMUSG00000102871.2	Gm37143	TEC
ENSMUSG00000101571.3	Gm6187	processed_pseudogene
ENSMUSG00000135814.1	ENSMUSG00000135814	lncRNA
ENSMUSG00000104428.2	Gm18299	processed_pseudogene
ENSMUSG00000102272.2	Gm7512	processed_pseudogene
ENSMUSG00000065625.3	Gm24765	snRNA
ENSMUSG00000079671.11	2610203C22Rik	lncRNA
ENSMUSG00000103411.2	Gm18300	processed_pseudogene
ENSMUSG00000061024.9	Rrs1	protein_coding
ENSMUSG00000025911.15	Adhfe1	protein_coding
ENSMUSG00000081441.4	Gm6161	processed_pseudogene
ENSMUSG00000067879.4	Vxn	protein_coding
ENSMUSG00000099827.2	Gm29520	lncRNA
ENSMUSG00000025912.17	Mybl1	protein_coding
ENSMUSG00000123215.1	ENSMUSG00000123215	lncRNA
ENSMUSG00000045210.9	Vcpip1	protein_coding
ENSMUSG00000097893.11	1700034P13Rik	lncRNA
ENSMUSG00000128816.1	ENSMUSG00000128816	lncRNA
ENSMUSG00000025915.15	Sgk3	protein_coding
ENSMUSG00000046334.5	Gm6195	processed_pseudogene
ENSMUSG00002075801.1	Gm54812	snRNA
ENSMUSG00000098234.10	Snhg6	lncRNA
ENSMUSG00000046101.17	Mcmdc2	protein_coding
ENSMUSG00000093178.3	Snord87	snoRNA
ENSMUSG00000099032.3	Tcf24	protein_coding
ENSMUSG00000104025.2	E330040D14Rik	TEC
ENSMUSG00000025916.11	Ppp1r42	protein_coding
ENSMUSG00000087199.2	Gm15818	lncRNA
ENSMUSG00000121270.1	Gm57177	lncRNA
ENSMUSG00000119658.1	Gm24674	snRNA
ENSMUSG00000025917.10	Cops5	protein_coding
ENSMUSG00000056763.17	Cspp1	protein_coding
ENSMUSG00000137212.1	ENSMUSG00000137212	lncRNA
ENSMUSG00000102356.2	1700047N06Rik	TEC
ENSMUSG00000067851.12	Arfgef1	protein_coding
ENSMUSG00002076532.1	Gm54899	misc_RNA
ENSMUSG00000102556.2	Gm37569	TEC
ENSMUSG00000127523.1	ENSMUSG00000127523	lncRNA
ENSMUSG00000123573.1	ENSMUSG00000123573	lncRNA
ENSMUSG00000042501.13	Cpa6	protein_coding
ENSMUSG00000103810.2	Gm38005	TEC
ENSMUSG00000130625.1	ENSMUSG00000130625	lncRNA
ENSMUSG00000083422.2	Gm15604	processed_pseudogene
ENSMUSG00000119312.1	Gm25253	snRNA
ENSMUSG00000137678.1	ENSMUSG00000137678	lncRNA
ENSMUSG00000081417.2	Gm15603	processed_pseudogene
ENSMUSG00000103448.2	Gm37133	TEC
ENSMUSG00000100212.2	Gm5522	processed_pseudogene
ENSMUSG00000125508.1	ENSMUSG00000125508	lncRNA
ENSMUSG00000100648.2	Gm28659	processed_pseudogene
ENSMUSG00000130062.1	ENSMUSG00000130062	lncRNA
ENSMUSG00002076499.1	Gm54912	snoRNA
ENSMUSG00000048960.14	Prex2	protein_coding
ENSMUSG00000127757.1	ENSMUSG00000127757	lncRNA
ENSMUSG00000127802.1	ENSMUSG00000127802	lncRNA
ENSMUSG00000077318.3	Gm24173	snoRNA
ENSMUSG00000101827.2	Gm28686	processed_pseudogene
ENSMUSG00000122491.1	ENSMUSG00000122491	lncRNA
ENSMUSG00000103494.2	Gm37410	TEC
ENSMUSG00000143092.1	ENSMUSG00000143092	lncRNA
ENSMUSG00000057715.14	A830018L16Rik	protein_coding
ENSMUSG00000103825.2	Gm38178	TEC
ENSMUSG00000099845.2	Gm29273	processed_pseudogene
ENSMUSG00000139014.1	ENSMUSG00000139014	lncRNA
ENSMUSG00000138973.1	ENSMUSG00000138973	lncRNA
ENSMUSG00000103561.2	Gm38069	TEC
ENSMUSG00000134440.1	ENSMUSG00000134440	lncRNA
ENSMUSG00000101610.2	Gm7560	processed_pseudogene
ENSMUSG00000141382.1	ENSMUSG00000141382	lncRNA
ENSMUSG00000118923.1	Gm22633	snRNA
ENSMUSG00000098555.3	Mir6341	miRNA
ENSMUSG00000143719.1	ENSMUSG00000143719	lncRNA
ENSMUSG00000097628.2	Gm2383	processed_pseudogene
ENSMUSG00000098163.2	Gm6216	processed_pseudogene
ENSMUSG00000097171.3	Gm17644	lncRNA
ENSMUSG00000101314.3	Gm29663	lncRNA
ENSMUSG00000016918.16	Sulf1	protein_coding
ENSMUSG00000127288.1	ENSMUSG00000127288	lncRNA
ENSMUSG00000025938.17	Slco5a1	protein_coding
ENSMUSG00000104518.2	Gm37162	TEC
ENSMUSG00000141815.1	ENSMUSG00000141815	lncRNA
ENSMUSG00000069620.7	Gm5250	processed_pseudogene
ENSMUSG00000099498.3	Gm29283	lncRNA
ENSMUSG00000042414.8	Prdm14	protein_coding
ENSMUSG00000005886.15	Ncoa2	protein_coding
ENSMUSG00000103506.2	Gm38376	TEC
ENSMUSG00000103495.2	Gm37409	TEC
ENSMUSG00002076346.1	Gm55160	miRNA
ENSMUSG00000102639.2	Gm38223	TEC
ENSMUSG00000104170.2	Gm37702	TEC
ENSMUSG00000134412.1	ENSMUSG00000134412	lncRNA
ENSMUSG00000087782.3	Gm23169	snRNA
ENSMUSG00000103085.2	Gm38120	TEC
ENSMUSG00000102664.2	Gm38380	TEC
ENSMUSG00000134452.1	ENSMUSG00000134452	lncRNA
ENSMUSG00000101476.3	Gm29570	lncRNA
ENSMUSG00000134491.1	ENSMUSG00000134491	lncRNA
ENSMUSG00000122424.1	ENSMUSG00000122424	lncRNA
ENSMUSG00000101171.2	Gm7593	processed_pseudogene
ENSMUSG00000126000.1	ENSMUSG00000126000	lncRNA
ENSMUSG00000025935.11	Tram1	protein_coding
ENSMUSG00000120948.2	Gm57152	lncRNA
ENSMUSG00000131318.1	ENSMUSG00000131318	lncRNA
ENSMUSG00000025937.7	Lactb2	protein_coding
ENSMUSG00000102982.2	Gm38319	TEC
ENSMUSG00000067813.4	Xkr9	protein_coding
ENSMUSG00000077368.3	Gm26273	snoRNA
ENSMUSG00000097711.2	Gm5523	processed_pseudogene
ENSMUSG00000134219.1	ENSMUSG00000134219	lncRNA
ENSMUSG00000102166.2	Gm36947	TEC
ENSMUSG00002075174.1	Gm55173	misc_RNA
ENSMUSG00000104209.2	Gm37400	TEC
ENSMUSG00000025932.15	Eya1	protein_coding
ENSMUSG00002075819.1	Gm55247	miRNA
ENSMUSG00000102588.2	Gm37444	TEC
ENSMUSG00000127312.1	ENSMUSG00000127312	lncRNA
ENSMUSG00000127278.1	ENSMUSG00000127278	lncRNA
ENSMUSG00000140763.1	ENSMUSG00000140763	lncRNA
ENSMUSG00000140464.1	ENSMUSG00000140464	lncRNA
ENSMUSG00000134469.1	ENSMUSG00000134469	lncRNA
ENSMUSG00000054493.4	Gm9947	lncRNA
ENSMUSG00000025930.7	Msc	protein_coding
ENSMUSG00000103492.2	Gm37412	TEC
ENSMUSG00000081201.2	Smt3h2-ps4	processed_pseudogene
ENSMUSG00000082193.2	Rpl5-ps1	processed_pseudogene
ENSMUSG00000032769.6	Trpa1	protein_coding
ENSMUSG00000088159.3	Gm26345	snoRNA
ENSMUSG00000125466.1	ENSMUSG00000125466	lncRNA
ENSMUSG00000073737.4	Gm10566	processed_pseudogene
ENSMUSG00000092083.5	Kcnb2	protein_coding
ENSMUSG00000128216.1	ENSMUSG00000128216	lncRNA
ENSMUSG00000102937.2	Gm38116	TEC
ENSMUSG00000104149.2	Gm37138	TEC
ENSMUSG00000137925.1	ENSMUSG00000137925	lncRNA
ENSMUSG00000088829.3	Gm25227	snoRNA
ENSMUSG00000132707.1	ENSMUSG00000132707	lncRNA
ENSMUSG00000077377.3	Gm25168	snoRNA
ENSMUSG00000101652.2	Gm6060	processed_pseudogene
ENSMUSG00000100814.2	Gm28669	processed_pseudogene
ENSMUSG00000132745.1	ENSMUSG00000132745	lncRNA
ENSMUSG00000132786.1	ENSMUSG00000132786	lncRNA
ENSMUSG00000025925.15	Terf1	protein_coding
ENSMUSG00000104379.2	Gm37509	TEC
ENSMUSG00000032719.5	Sbspon	protein_coding
ENSMUSG00002076565.1	Gm55274	misc_RNA
ENSMUSG00000137819.1	ENSMUSG00000137819	lncRNA
ENSMUSG00000100652.2	Gm7634	processed_pseudogene
ENSMUSG00000067795.14	4930444P10Rik	protein_coding
ENSMUSG00000136711.1	ENSMUSG00000136711	lncRNA
ENSMUSG00000043716.14	Rpl7	protein_coding
ENSMUSG00000025921.8	Rdh10	protein_coding
ENSMUSG00000132226.1	ENSMUSG00000132226	lncRNA
ENSMUSG00000104165.2	Gm38249	TEC
ENSMUSG00000100868.2	Gm28095	lncRNA
ENSMUSG00000025920.20	Stau2	protein_coding
ENSMUSG00000089982.9	Gm7568	lncRNA
ENSMUSG00000025939.20	Ube2w	protein_coding
ENSMUSG00000102457.2	Gm38342	TEC
ENSMUSG00000079658.10	Eloc	protein_coding
ENSMUSG00000097744.3	D030040B21Rik	lncRNA
ENSMUSG00000100959.2	Idi1-ps5	processed_pseudogene
ENSMUSG00000025940.7	Tmem70	protein_coding
ENSMUSG00000125087.1	ENSMUSG00000125087	lncRNA
ENSMUSG00000025779.11	Ly96	protein_coding
ENSMUSG00000100093.2	Gm29649	processed_pseudogene
ENSMUSG00000091020.4	Gm5828	processed_pseudogene
ENSMUSG00000142287.1	ENSMUSG00000142287	lncRNA
ENSMUSG00000101640.2	Gm28376	lncRNA
ENSMUSG00000104133.2	4921511E07Rik	TEC
ENSMUSG00000042686.6	Jph1	protein_coding
ENSMUSG00000127806.1	ENSMUSG00000127806	lncRNA
ENSMUSG00000127769.1	ENSMUSG00000127769	lncRNA
ENSMUSG00000100110.3	Gm28783	lncRNA
ENSMUSG00000025777.9	Gdap1	protein_coding
ENSMUSG00000099899.3	Gm28784	lncRNA
ENSMUSG00000138285.1	ENSMUSG00000138285	lncRNA
ENSMUSG00000100272.2	Gm28785	processed_pseudogene
ENSMUSG00000137468.1	ENSMUSG00000137468	lncRNA
ENSMUSG00000137506.1	ENSMUSG00000137506	lncRNA
ENSMUSG00000100398.2	Gm5251	transcribed_processed_pseudogene
ENSMUSG00000101589.2	Rbm6-ps1	processed_pseudogene
ENSMUSG00000102048.2	Gm6075	processed_pseudogene
ENSMUSG00000089534.3	Gm25166	snoRNA
ENSMUSG00000067780.4	Pi15	protein_coding
ENSMUSG00000100053.3	Gm28154	lncRNA
ENSMUSG00000085125.9	Gm16070	lncRNA
ENSMUSG00000025776.14	Crispld1	protein_coding
ENSMUSG00000099895.2	Gm28153	lncRNA
ENSMUSG00000109887.3	Gm28756	lncRNA
ENSMUSG00000100554.2	Gm7690	processed_pseudogene
ENSMUSG00000099473.2	Gm18775	transcribed_unprocessed_pseudogene
ENSMUSG00000099591.2	Gm17969	processed_pseudogene
ENSMUSG00000102001.2	Gm28755	unprocessed_pseudogene
ENSMUSG00000101717.3	Gm45784	transcribed_unprocessed_pseudogene
ENSMUSG00000025774.15	Crisp4	protein_coding
ENSMUSG00000142595.1	ENSMUSG00000142595	lncRNA
ENSMUSG00000070977.5	Defb44-ps	transcribed_unprocessed_pseudogene
ENSMUSG00000131994.1	ENSMUSG00000131994	lncRNA
ENSMUSG00000073735.2	Defb18	protein_coding
ENSMUSG00000067773.7	Defb41	protein_coding
ENSMUSG00000101685.2	Gm17837	processed_pseudogene
ENSMUSG00000132263.1	ENSMUSG00000132263	lncRNA
ENSMUSG00000132383.1	ENSMUSG00000132383	lncRNA
ENSMUSG00000101306.2	Gm5252	processed_pseudogene
ENSMUSG00000134916.1	ENSMUSG00000134916	lncRNA
ENSMUSG00000088800.4	Gm24075	snoRNA
ENSMUSG00000101644.2	Gm28343	processed_pseudogene
ENSMUSG00000099433.2	Gm28344	processed_pseudogene
ENSMUSG00000089787.4	Gm15825	lncRNA
ENSMUSG00000042596.8	Tfap2d	protein_coding
ENSMUSG00000100720.2	Gm10075	processed_pseudogene
ENSMUSG00000025927.14	Tfap2b	protein_coding
ENSMUSG00000142982.1	ENSMUSG00000142982	lncRNA
ENSMUSG00000100538.3	Gm28340	lncRNA
ENSMUSG00000101117.2	Gm28341	processed_pseudogene
ENSMUSG00000100204.2	Gm4849	processed_pseudogene
ENSMUSG00002076883.1	Gm55451	snoRNA
ENSMUSG00000141106.1	ENSMUSG00000141106	lncRNA
ENSMUSG00000102597.2	Gm38382	TEC
ENSMUSG00000142065.1	ENSMUSG00000142065	lncRNA
ENSMUSG00000136536.1	ENSMUSG00000136536	lncRNA
ENSMUSG00000043760.17	Pkhd1	protein_coding
ENSMUSG00000104095.2	Gm37315	TEC
ENSMUSG00000089914.4	4930486I03Rik	lncRNA
ENSMUSG00000090142.3	Gm15795	processed_pseudogene
ENSMUSG00000070175.3	Gm24162	snRNA
ENSMUSG00000099906.3	Lincmd1	lncRNA
ENSMUSG00000065559.3	Mir206	miRNA
ENSMUSG00000065480.3	Mir133b	miRNA
ENSMUSG00000133531.1	ENSMUSG00000133531	lncRNA
ENSMUSG00000025929.5	Il17a	protein_coding
ENSMUSG00000041872.10	Il17f	protein_coding
ENSMUSG00000041859.11	Mcm3	protein_coding
ENSMUSG00000099714.2	Gm20587	processed_pseudogene
ENSMUSG00000102121.2	Gm28065	lncRNA
ENSMUSG00000088858.3	Gm24723	snoRNA
ENSMUSG00000097934.3	6720483E21Rik	lncRNA
ENSMUSG00000025931.16	Paqr8	protein_coding
ENSMUSG00000077314.3	Gm24171	snoRNA
ENSMUSG00000133875.1	ENSMUSG00000133875	lncRNA
ENSMUSG00000100929.2	Gm28064	processed_pseudogene
ENSMUSG00000041809.6	Efhc1	protein_coding
ENSMUSG00000041779.6	Tram2	protein_coding
ENSMUSG00000137435.1	ENSMUSG00000137435	lncRNA
ENSMUSG00000099971.2	Gm28287	lncRNA
ENSMUSG00000129840.1	ENSMUSG00000129840	lncRNA
ENSMUSG00000100819.2	Gm2693	transcribed_unprocessed_pseudogene
ENSMUSG00000129885.1	ENSMUSG00000129885	lncRNA
ENSMUSG00000099343.3	Gm28836	lncRNA
ENSMUSG00000025933.16	Tmem14a	protein_coding
ENSMUSG00000102633.2	Gm38224	TEC
ENSMUSG00000025934.16	Gsta3	protein_coding
ENSMUSG00000138037.1	ENSMUSG00000138037	lncRNA
ENSMUSG00000096375.3	Gm7094	transcribed_unprocessed_pseudogene
ENSMUSG00000121505.2	ENSMUSG00000121505	lncRNA
ENSMUSG00000025936.18	Gm4956	transcribed_unprocessed_pseudogene
ENSMUSG00000141880.1	ENSMUSG00000141880	lncRNA
ENSMUSG00000093963.2	Gm21909	transcribed_unprocessed_pseudogene
ENSMUSG00000141838.1	ENSMUSG00000141838	lncRNA
ENSMUSG00000067750.4	Khdc1a	protein_coding
ENSMUSG00000086194.2	Gm16329	transcribed_unprocessed_pseudogene
ENSMUSG00000141922.1	ENSMUSG00000141922	lncRNA
ENSMUSG00000094436.2	Gm16327	transcribed_processed_pseudogene
ENSMUSG00000041722.8	Khdc1c	protein_coding
ENSMUSG00000085507.2	Gm2709	unprocessed_pseudogene
ENSMUSG00000094926.2	Gm16533	processed_pseudogene
ENSMUSG00000085079.4	Khdc1b	protein_coding
ENSMUSG00000129191.1	ENSMUSG00000129191	lncRNA
ENSMUSG00000085679.3	Gm16328	transcribed_processed_pseudogene
ENSMUSG00000028033.17	Kcnq5	protein_coding
ENSMUSG00000104138.2	Gm36949	TEC
ENSMUSG00000128794.1	ENSMUSG00000128794	lncRNA
ENSMUSG00000082935.4	Gm7658	processed_pseudogene
ENSMUSG00000103748.2	Gm38243	TEC
ENSMUSG00000124418.1	ENSMUSG00000124418	lncRNA
ENSMUSG00000123368.1	ENSMUSG00000123368	lncRNA
ENSMUSG00000099692.2	Gm5696	processed_pseudogene
ENSMUSG00000140384.1	ENSMUSG00000140384	lncRNA
ENSMUSG00000124412.1	ENSMUSG00000124412	lncRNA
ENSMUSG00000100418.2	Gm28239	processed_pseudogene
ENSMUSG00000128972.1	ENSMUSG00000128972	lncRNA
ENSMUSG00000135509.1	ENSMUSG00000135509	lncRNA
ENSMUSG00000041670.20	Rims1	protein_coding
ENSMUSG00000097642.2	Gm26866	processed_pseudogene
ENSMUSG00000131366.1	ENSMUSG00000131366	lncRNA
ENSMUSG00000141541.1	ENSMUSG00000141541	lncRNA
ENSMUSG00000128277.1	ENSMUSG00000128277	lncRNA
ENSMUSG00000101468.2	Gm7761	processed_pseudogene
ENSMUSG00000101227.3	Gm29506	lncRNA
ENSMUSG00000073730.3	Ppp1r14bl	protein_coding
ENSMUSG00000141721.1	ENSMUSG00000141721	lncRNA
ENSMUSG00000141755.1	ENSMUSG00000141755	lncRNA
ENSMUSG00000089553.3	Gm24176	snoRNA
ENSMUSG00000102766.2	Gm6420	TEC
ENSMUSG00000134304.1	ENSMUSG00000134304	lncRNA
ENSMUSG00000065405.5	Mir30a	miRNA
ENSMUSG00000097970.2	Gm27028	lncRNA
ENSMUSG00000065567.3	Mir30c-2	miRNA
ENSMUSG00000100775.2	Gm29107	lncRNA
ENSMUSG00000133147.1	ENSMUSG00000133147	lncRNA
ENSMUSG00000101226.2	Gm20954	processed_pseudogene
ENSMUSG00000026158.12	Ogfrl1	protein_coding
ENSMUSG00000138593.1	ENSMUSG00000138593	lncRNA
ENSMUSG00000097920.2	Gm7784	processed_pseudogene
ENSMUSG00000099503.3	Gm28822	lncRNA
ENSMUSG00000142633.1	ENSMUSG00000142633	lncRNA
ENSMUSG00000026156.9	B3gat2	protein_coding
ENSMUSG00000026155.14	Smap1	protein_coding
ENSMUSG00000141937.1	ENSMUSG00000141937	lncRNA
ENSMUSG00000141893.1	ENSMUSG00000141893	lncRNA
ENSMUSG00000026154.5	Sdhaf4	protein_coding
ENSMUSG00000102495.2	Gm26524	TEC
ENSMUSG00000026153.16	Fam135a	protein_coding
ENSMUSG00000143955.1	ENSMUSG00000143955	lncRNA
ENSMUSG00000102398.2	Gm37580	TEC
ENSMUSG00000122847.1	ENSMUSG00000122847	lncRNA
ENSMUSG00000097670.2	Gm26607	processed_pseudogene
ENSMUSG00000026147.17	Col9a1	protein_coding
ENSMUSG00000026141.14	Col19a1	protein_coding
ENSMUSG00000125396.1	ENSMUSG00000125396	lncRNA
ENSMUSG00000125434.1	ENSMUSG00000125434	lncRNA
ENSMUSG00000077463.3	Gm26418	snoRNA
ENSMUSG00000099997.2	Tubb4b-ps2	processed_pseudogene
ENSMUSG00000100131.2	Gm28439	unprocessed_pseudogene
ENSMUSG00000067736.3	Gm10222	unprocessed_pseudogene
ENSMUSG00000138098.1	ENSMUSG00000138098	lncRNA
ENSMUSG00000101939.2	Gm28438	transcribed_unprocessed_pseudogene
ENSMUSG00000101111.2	Gm28437	unprocessed_pseudogene
ENSMUSG00000100862.2	Atp6-ps	unprocessed_pseudogene
ENSMUSG00000102070.2	Gm28661	unprocessed_pseudogene
ENSMUSG00000101249.2	Gm29216	unprocessed_pseudogene
ENSMUSG00000127021.1	ENSMUSG00000127021	lncRNA
ENSMUSG00000073725.9	Lmbrd1	protein_coding
ENSMUSG00000133176.1	ENSMUSG00000133176	lncRNA
ENSMUSG00000129414.1	ENSMUSG00000129414	lncRNA
ENSMUSG00000143216.1	ENSMUSG00000143216	lncRNA
ENSMUSG00000100808.2	Gm28594	processed_pseudogene
ENSMUSG00000130976.1	ENSMUSG00000130976	lncRNA
ENSMUSG00000100483.2	Gm28237	lncRNA
ENSMUSG00000135830.1	ENSMUSG00000135830	lncRNA
ENSMUSG00000100450.2	Gm9443	transcribed_processed_pseudogene
ENSMUSG00000099392.3	Gm29414	lncRNA
ENSMUSG00000122244.1	ENSMUSG00000122244	lncRNA
ENSMUSG00000033569.18	Adgrb3	protein_coding
ENSMUSG00000080849.2	Gm15702	processed_pseudogene
ENSMUSG00000122289.1	ENSMUSG00000122289	lncRNA
ENSMUSG00000104257.2	Gm20172	TEC
ENSMUSG00000119153.1	Gm22260	snRNA
ENSMUSG00000102296.2	Gm37543	TEC
ENSMUSG00000103209.2	Gm37331	TEC
ENSMUSG00000104027.2	Gm37211	TEC
ENSMUSG00000102407.2	Gm37862	TEC
ENSMUSG00000103214.2	Gm38286	TEC
ENSMUSG00000104100.2	Gm37880	TEC
ENSMUSG00000084740.3	Gm25294	snRNA
ENSMUSG00000103889.2	Gm37011	TEC
ENSMUSG00000101301.2	Gm29214	processed_pseudogene
ENSMUSG00000104221.2	Gm37051	TEC
ENSMUSG00000102250.2	Gm38260	TEC
ENSMUSG00000102317.2	Gm37628	TEC
ENSMUSG00000133748.1	ENSMUSG00000133748	lncRNA
ENSMUSG00000103563.2	8030445P17Rik	TEC
ENSMUSG00000102465.2	Gm38198	TEC
ENSMUSG00000102659.2	Gm37077	TEC
ENSMUSG00000103924.2	Gm37895	TEC
ENSMUSG00000104132.2	Gm36952	TEC
ENSMUSG00000102747.2	Gm37602	TEC
ENSMUSG00000102386.2	2900022M07Rik	TEC
ENSMUSG00000103004.2	2900002M20Rik	TEC
ENSMUSG00000135201.1	Gm9884	lncRNA
ENSMUSG00000104516.2	Gm9884	TEC
ENSMUSG00000130306.1	ENSMUSG00000130306	lncRNA
ENSMUSG00000101618.2	Gm18443	processed_pseudogene
ENSMUSG00000099458.2	Gm19123	processed_pseudogene
ENSMUSG00000088111.3	Gm24064	snoRNA
ENSMUSG00000140232.1	ENSMUSG00000140232	lncRNA
ENSMUSG00000073722.4	Spata31e2	protein_coding
